,id,title,context,question,answers,Mistral Verdict
10495,57378c9b1c456719005744a7,Force,"Through combining the definition of electric current as the time rate of change of electric charge, a rule of vector multiplication called Lorentz's Law describes the force on a charge moving in a magnetic field. The connection between electricity and magnetism allows for the description of a unified electromagnetic force that acts on a charge. This force can be written as a sum of the electrostatic force (due to the electric field) and the magnetic force (due to the magnetic field). Fully stated, this is the law:",What is the law named that defines a charge moving through a magnetic field?,"{'text': [""Lorentz's Law"", ""Lorentz's Law"", ""Lorentz's Law"", ""Lorentz's Law""], 'answer_start': [139, 139, 139, 139]}"," correct.

However, the answer provided is in the form of a list as that is how it was given in the context you provided. In usual cases, answers are not provided in this format."
2558,56f8b7189e9bad19000a038a,Martin_Luther,"On 17 December 1941, seven Protestant regional church confederations issued a statement agreeing with the policy of forcing Jews to wear the yellow badge, ""since after his bitter experience Luther had already suggested preventive measures against the Jews and their expulsion from German territory."" According to Daniel Goldhagen, Bishop Martin Sasse, a leading Protestant churchman, published a compendium of Luther's writings shortly after Kristallnacht, for which Diarmaid MacCulloch, Professor of the History of the Church in the University of Oxford argued that Luther's writing was a ""blueprint."" Sasse applauded the burning of the synagogues and the coincidence of the day, writing in the introduction, ""On 10 November 1938, on Luther's birthday, the synagogues are burning in Germany."" The German people, he urged, ought to heed these words ""of the greatest antisemite of his time, the warner of his people against the Jews.""",Who did the churches claim had suggested expulsion of Jews from Germany?,"{'text': ['Luther', 'Luther', 'Luther'], 'answer_start': [190, 190, 190]}", correct.
8723,57295a116aef051400154d46,Chloroplast,"Rhodoplasts have a double membrane with an intermembrane space and phycobilin pigments organized into phycobilisomes on the thylakoid membranes, preventing their thylakoids from stacking. Some contain pyrenoids. Rhodoplasts have chlorophyll a and phycobilins for photosynthetic pigments; the phycobilin phycoerytherin is responsible for giving many red algae their distinctive red color. However, since they also contain the blue-green chlorophyll a and other pigments, many are reddish to purple from the combination. The red phycoerytherin pigment is an adaptation to help red algae catch more sunlight in deep water—as such, some red algae that live in shallow water have less phycoerytherin in their rhodoplasts, and can appear more greenish. Rhodoplasts synthesize a form of starch called floridean, which collects into granules outside the rhodoplast, in the cytoplasm of the red alga.",What makes red algae red?,"{'text': ['the phycobilin phycoerytherin', 'phycobilin phycoerytherin', 'phycobilin phycoerytherin'], 'answer_start': [288, 292, 292]}", correct.
296,56d6fea90d65d214001982ae,Super_Bowl_50,"The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tackles with 109, while Danny Trevathan ranked second with 102. Cornerbacks Aqib Talib (three interceptions) and Chris Harris, Jr. (two interceptions) were the other two Pro Bowl selections from the defense.",How many points did the Broncos defense allow their opponents to get?,"{'text': ['296', '296', '296'], 'answer_start': [138, 138, 138]}"," wrong. The answer should be '296' not a list of '296, 296, 296'."
8397,572903d96aef0514001549a7,Kenya,"The central highlands were already home to over a million members of the Kikuyu people, most of whom had no land claims in European terms and lived as itinerant farmers. To protect their interests, the settlers banned the growing of coffee, introduced a hut tax, and the landless were granted less and less land in exchange for their labour. A massive exodus to the cities ensued as their ability to provide a living from the land dwindled. There were 80,000 white settlers living in Kenya in the 1950s.",How many white settlers were living in Kenya in the 1950's?,"{'text': ['80,000', '80,000', '80,000'], 'answer_start': [452, 452, 452]}", Correct.
2978,570d391fb3d812140066d576,Victoria_(Australia),"The Victorian Alps in the northeast are the coldest part of Victoria. The Alps are part of the Great Dividing Range mountain system extending east-west through the centre of Victoria. Average temperatures are less than 9 °C (48 °F) in winter and below 0 °C (32 °F) in the highest parts of the ranges. The state's lowest minimum temperature of −11.7 °C (10.9 °F) was recorded at Omeo on 13 June 1965, and again at Falls Creek on 3 July 1970. Temperature extremes for the state are listed in the table below:",Of what mountain system are the Victorian Alps a part?,"{'text': ['Great Dividing Range', 'the Great Dividing Range', 'Great Dividing Range'], 'answer_start': [95, 91, 95]}", Correct.
3543,571c7d55dd7acb1400e4c0c4,Oxygen,"John Dalton's original atomic hypothesis assumed that all elements were monatomic and that the atoms in compounds would normally have the simplest atomic ratios with respect to one another. For example, Dalton assumed that water's formula was HO, giving the atomic mass of oxygen as 8 times that of hydrogen, instead of the modern value of about 16. In 1805, Joseph Louis Gay-Lussac and Alexander von Humboldt showed that water is formed of two volumes of hydrogen and one volume of oxygen; and by 1811 Amedeo Avogadro had arrived at the correct interpretation of water's composition, based on what is now called Avogadro's law and the assumption of diatomic elemental molecules.[a]",What did John Dalton think that all elements were in number present in compounds?,"{'text': ['monatomic', 'monatomic', 'monatomic', 'monatomic', 'monatomic'], 'answer_start': [72, 72, 72, 72, 72]}"," Wrong. John Dalton assumed that all elements were monatomic in their free state, but not necessarily in compounds. The context explains that he assumed water's formula to be HO with the atomic mass of oxygen being 8 times that of hydrogen instead of the modern value of about 16, which is incorrect."
2530,56f8aa749b226e1400dd0da8,Martin_Luther,"The Ten Commandments, and the beginnings of the renewed life of Christians accorded to them by the sacrament of baptism, are a present foreshadowing of the believers' future angel-like life in heaven in the midst of this life. Luther's teaching of the Ten Commandments, therefore, has clear eschatological overtones, which, characteristically for Luther, do not encourage world-flight but direct the Christian to service to the neighbor in the common, daily vocations of this perishing world.","Besides baptism, what shows the future of heaven to Christians?","{'text': ['Ten Commandments', 'Ten Commandments', 'Ten Commandments,'], 'answer_start': [4, 4, 4]}"," Wrong. The context mentions the Ten Commandments as a present foreshadowing of the believers' future angel-like life in heaven, but it does not say that they are the only thing besides baptism that shows the future of heaven to Christians."
9815,573060b48ab72b1400f9c4c7,Imperialism,"Imperialism is a type of advocacy of empire. Its name originated from the Latin word ""imperium"", which means to rule over large territories. Imperialism is ""a policy of extending a country's power and influence through colonization, use of military force, or other means"". Imperialism has greatly shaped the contemporary world. It has also allowed for the rapid spread of technologies and ideas. The term imperialism has been applied to Western (and Japanese) political and economic dominance especially in Asia and Africa in the 19th and 20th centuries. Its precise meaning continues to be debated by scholars. Some writers, such as Edward Said, use the term more broadly to describe any system of domination and subordination organised with an imperial center and a periphery.",By what means is imperialism usually administered?,"{'text': ['military force', 'colonization, use of military force, or other means', 'colonization, use of military force, or other means', 'colonization, use of military force, or other', 'colonization'], 'answer_start': [240, 219, 219, 219, 219]}", correct.
9801,57302efe04bcaa1900d772f7,Islamism,"HT does not engage in armed jihad or work for a democratic system, but works to take power through ""ideological struggle"" to change Muslim public opinion, and in particular through elites who will ""facilitate"" a ""change of the government,"" i.e., launch a ""bloodless"" coup. It allegedly attempted and failed such coups in 1968 and 1969 in Jordan, and in 1974 in Egypt, and is now banned in both countries. But many HT members have gone on to join terrorist groups and many jihadi terrorists have cited HT as their key influence.",Who specifically does HT target to change the opinion of?,"{'text': ['elites', 'government', 'elites'], 'answer_start': [181, 227, 181]}", Correct.
9205,572f59b4a23a5019007fc589,Rhine,"The flow of cold, gray mountain water continues for some distance into the lake. The cold water flows near the surface and at first doesn't mix with the warmer, green waters of Upper Lake. But then, at the so-called Rheinbrech, the Rhine water abruptly falls into the depths because of the greater density of cold water. The flow reappears on the surface at the northern (German) shore of the lake, off the island of Lindau. The water then follows the northern shore until Hagnau am Bodensee. A small fraction of the flow is diverted off the island of Mainau into Lake Überlingen. Most of the water flows via the Constance hopper into the Rheinrinne (""Rhine Gutter"") and Seerhein. Depending on the water level, this flow of the Rhine water is clearly visible along the entire length of the lake.",What is the Island off of the German shore of the Rhine that this warm and cold water meet?,"{'text': ['Lindau', 'Lindau', 'Lindau'], 'answer_start': [417, 417, 417]}", Correct.
4033,5725eb8a38643c19005ace7f,Apollo_program,"Almost all the rocks show evidence of impact process effects. Many samples appear to be pitted with micrometeoroid impact craters, which is never seen on Earth rocks, due to the thick atmosphere. Many show signs of being subjected to high pressure shock waves that are generated during impact events. Some of the returned samples are of impact melt (materials melted near an impact crater.) All samples returned from the Moon are highly brecciated as a result of being subjected to multiple impact events.","As the moon has no atmosphere, what is prevalant in many moon rock samples brought back from Apollo missions?","{'text': ['micrometeoroid impact craters', 'micrometeoroid impact craters', 'micrometeoroid impact craters', 'micrometeoroid impact craters', 'micrometeoroid impact craters'], 'answer_start': [100, 100, 100, 100, 100]}", Correct.
1005,573368e54776f41900660a54,Warsaw,"The flora of the city may be considered very rich in species. The species richness is mainly due to the location of Warsaw within the border region of several big floral regions comprising substantial proportions of close-to-wilderness areas (natural forests, wetlands along the Vistula) as well as arable land, meadows and forests. Bielany Forest, located within the borders of Warsaw, is the remaining part of the Masovian Primeval Forest. Bielany Forest nature reserve is connected with Kampinos Forest. It is home to rich fauna and flora. Within the forest there are three cycling and walking trails. Other big forest area is Kabaty Forest by the southern city border. Warsaw has also two botanic gardens: by the Łazienki park (a didactic-research unit of the University of Warsaw) as well as by the Park of Culture and Rest in Powsin (a unit of the Polish Academy of Science).",Where is Bielany Forest located?,"{'text': ['within the borders of Warsaw', 'Warsaw', 'within the borders of Warsaw'], 'answer_start': [357, 379, 357]}", correct.
3097,57108c95b654c5140001f97b,Huguenot,"Huguenot immigrants did not disperse or settle in different parts of the country, but rather, formed three societies or congregations; one in the city of New York, another 21 miles north of New York in a town which they named New Rochelle, and a third further upstate in New Paltz. The ""Huguenot Street Historic District"" in New Paltz has been designated a National Historic Landmark site and contains the oldest street in the United States of America. A small group of Huguenots also settled on the south shore of Staten Island along the New York Harbor, for which the current neighborhood of Huguenot was named.",What Huguenot area is designated as a historical landmark?,"{'text': ['""Huguenot Street Historic District"" in New Paltz', 'Huguenot Street Historic District', 'The ""Huguenot Street Historic District"" in New Paltz'], 'answer_start': [286, 287, 282]}"," correct.

(Note: The numbers in square brackets correspond to the indices of the words in the answer text that identify the historical landmark.)"
4934,57264991f1498d1400e8db2f,Black_Death,"The plague struck various countries in the Middle East during the pandemic, leading to serious depopulation and permanent change in both economic and social structures. As it spread to western Europe, the disease entered the region from southern Russia also. By autumn 1347, the plague reached Alexandria in Egypt, probably through the port's trade with Constantinople, and ports on the Black Sea. During 1347, the disease travelled eastward to Gaza, and north along the eastern coast to cities in Lebanon, Syria and Palestine, including Ashkelon, Acre, Jerusalem, Sidon, Damascus, Homs, and Aleppo. In 1348–49, the disease reached Antioch. The city's residents fled to the north, most of them dying during the journey, but the infection had been spread to the people of Asia Minor.[citation needed]",When had the plague reached Alexandria?,"{'text': ['autumn 1347', '1347', '1347'], 'answer_start': [262, 269, 269]}", correct.
1051,573166ede6313a140071cef6,Warsaw,"Warsaw (Polish: Warszawa [varˈʂava] ( listen); see also other names) is the capital and largest city of Poland. It stands on the Vistula River in east-central Poland, roughly 260 kilometres (160 mi) from the Baltic Sea and 300 kilometres (190 mi) from the Carpathian Mountains. Its population is estimated at 1.740 million residents within a greater metropolitan area of 2.666 million residents, which makes Warsaw the 9th most-populous capital city in the European Union. The city limits cover 516.9 square kilometres (199.6 sq mi), while the metropolitan area covers 6,100.43 square kilometres (2,355.39 sq mi).",Where does Warsaw rank in terms of population in the EU?,"{'text': ['9th', '9th', '9th'], 'answer_start': [419, 419, 419]}", Correct. Warsaw ranks 9th among EU capitals in terms of population. The answer provided matches the correct position in three different lists given in the context.
4365,5725c63438643c19005acc9f,Amazon_rainforest,"NASA's CALIPSO satellite has measured the amount of dust transported by wind from the Sahara to the Amazon: an average 182 million tons of dust are windblown out of the Sahara each year, at 15 degrees west longitude, across 1,600 miles (2,600 km) over the Atlantic Ocean (some dust falls into the Atlantic), then at 35 degrees West longitude at the eastern coast of South America, 27.7 million tons (15%) of dust fall over the Amazon basin, 132 million tons of dust remain in the air, 43 million tons of dust are windblown and falls on the Caribbean Sea, past 75 degrees west longitude.",What is the name of the satellite that measured the amount of dust?,"{'text': ['CALIPSO', 'CALIPSO', 'CALIPSO'], 'answer_start': [7, 7, 7]}", Correct. The name of the satellite is NASA's CALIPSO (Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observations).
6590,5729f4b41d0469140077968e,Immune_system,"Helper T cells express T cell receptors (TCR) that recognize antigen bound to Class II MHC molecules. The MHC:antigen complex is also recognized by the helper cell's CD4 co-receptor, which recruits molecules inside the T cell (e.g., Lck) that are responsible for the T cell's activation. Helper T cells have a weaker association with the MHC:antigen complex than observed for killer T cells, meaning many receptors (around 200–300) on the helper T cell must be bound by an MHC:antigen in order to activate the helper cell, while killer T cells can be activated by engagement of a single MHC:antigen molecule. Helper T cell activation also requires longer duration of engagement with an antigen-presenting cell. The activation of a resting helper T cell causes it to release cytokines that influence the activity of many cell types. Cytokine signals produced by helper T cells enhance the microbicidal function of macrophages and the activity of killer T cells. In addition, helper T cell activation causes an upregulation of molecules expressed on the T cell's surface, such as CD40 ligand (also called CD154), which provide extra stimulatory signals typically required to activate antibody-producing B cells.",Activation of a helper T cell causes it to release what chemicals that influence cell activity?,"{'text': ['cytokines', 'cytokines', 'cytokines'], 'answer_start': [774, 774, 774]}", correct.
5899,5727492f708984140094dbb5,American_Broadcasting_Company,"The 1970s were highlighted by several successful comedy, fantasy, action and superhero-themed series for the network including Kung Fu, The Six Million Dollar Man, Wonder Woman, Starsky & Hutch, Charlie's Angels, The Bionic Woman, Fantasy Island and Battlestar Galactica. Many of these series were greenlit by Silverman, who left ABC in 1978 to become president of NBC's entertainment division. The rousing success of Happy Days also led to a successful spin-off series, Laverne & Shirley, which debuted in 1976. Charlie's Angels and Three's Company (which debuted in 1977) were two prime examples of a trend among the major networks during the 1970s known as ""jiggle TV"", featuring attractive, often buxom, women in main and guest roles.",What position did Fred Silverman leave ABC to take in 1978?,"{'text': [""president of NBC's entertainment division"", ""president of NBC's entertainment division"", 'president of NBC'], 'answer_start': [352, 352, 352]}", correct.
4474,572a09abaf94a219006aa75b,Amazon_rainforest,"To accurately map the Amazon's biomass and subsequent carbon related emissions, the classification of tree growth stages within different parts of the forest is crucial. In 2006 Tatiana Kuplich organized the trees of the Amazon into four categories: (1) mature forest, (2) regenerating forest [less than three years], (3) regenerating forest [between three and five years of regrowth], and (4) regenerating forest [eleven to eighteen years of continued development]. The researcher used a combination of Synthetic aperture radar (SAR) and Thematic Mapper (TM) to accurately place the different portions of the Amazon into one of the four classifications.",Classifying the stages of what is important to mapping aspects of the Amazon?,"{'text': ['tree growth', 'tree growth'], 'answer_start': [102, 102]}", correct.
10067,5730b1e28ab72b1400f9c6ae,United_Methodist_Church,"The church also holds that they ""are equally bound to respect the sacredness of the life and well-being of the mother, for whom devastating damage may result from an unacceptable pregnancy. In continuity with past Christian teaching, we recognize tragic conflicts of life with life that may justify abortion, and in such cases we support the legal option of abortion under proper medical procedures."" As such, two official bodies of the United Methodist Church are part of the Religious Coalition for Reproductive Choice's governing coalition, The General Board of Church and Society, and the United Methodist Women. The church cautions that ""Governmental laws and regulations do not provide all the guidance required by the informed Christian conscience."" The Church emphasizes the need to be in supportive ministry with all women, regardless of their choice.",What are two official bodies of the UMC governing coalition?,"{'text': ['The General Board of Church and Society, and the United Methodist Women', 'two official bodies of the United Methodist Church', 'The General Board of Church and Society, and the United Methodist Women'], 'answer_start': [544, 410, 544]}", correct.
2853,570966e0200fba1400367f50,Sky_(United_Kingdom),"BSkyB's standard definition broadcasts are in DVB-compliant MPEG-2, with the Sky Movies and Sky Box Office channels including optional Dolby Digital soundtracks for recent films, although these are only accessible with a Sky+ box. Sky+ HD material is broadcast using MPEG-4 and most of the HD material uses the DVB-S2 standard. Interactive services and 7-day EPG use the proprietary OpenTV system, with set-top boxes including modems for a return path. Sky News, amongst other channels, provides a pseudo-video on demand interactive service by broadcasting looping video streams.",Sky Movies and Sky Box office also include what optional soundtracks?,"{'text': ['Dolby Digital', 'Dolby Digital', 'Dolby Digital'], 'answer_start': [135, 135, 135]}", Correct.
10002,5730982f396df919000961e3,United_Methodist_Church,"The United Methodist Church (UMC) is a mainline Protestant Methodist denomination. In the 19th century its main predecessor was a leader in Evangelicalism. Founded in 1968 by the union of the Methodist Church (USA) and the Evangelical United Brethren Church, the UMC traces its roots back to the revival movement of John and Charles Wesley in England as well as the Great Awakening in the United States. As such, the church's theological orientation is decidedly Wesleyan. It embraces both liturgical and evangelical elements.",What is the United Methodist Church?,"{'text': ['mainline Protestant Methodist denomination', 'is a mainline Protestant Methodist denomination', 'a mainline Protestant Methodist denomination'], 'answer_start': [39, 34, 37]}", Correct.
1263,56e0ccaa7aa994140058e717,Nikola_Tesla,"In December 1878, Tesla left Graz and severed all relations with his family to hide the fact that he dropped out of school. His friends thought that he had drowned in the Mur River. Tesla went to Maribor (now in Slovenia), where he worked as a draftsman for 60 florins a month. He spent his spare time playing cards with local men on the streets. In March 1879, Milutin Tesla went to Maribor to beg his son to return home, but Nikola refused. Nikola suffered a nervous breakdown at around the same time.",When did Tesla depart Graz?,"{'text': ['1878', 'December 1878', 'to hide the fact that he dropped out of school'], 'answer_start': [12, 3, 76]}"," correct. The year, month and reason for Tesla leaving Graz are all given correctly in the context and answer."
1619,56e11d8ecd28a01900c675f2,Nikola_Tesla,"During his second year of study at Graz, Tesla developed a passion for (and became very proficient at) billiards, chess and card-playing, sometimes spending more than 48 hours in a stretch at a gaming table.:43, 301 On one occasion at his laboratory, Tesla worked for a period of 84 hours without sleep or rest.:208 Kenneth Swezey, a journalist whom Tesla had befriended, confirmed that Tesla rarely slept. Swezey recalled one morning when Tesla called him at 3 a.m.: ""I was sleeping in my room like one dead ... Suddenly, the telephone ring awakened me ... [Tesla] spoke animatedly, with pauses, [as he] ... work[ed] out a problem, comparing one theory to another, commenting; and when he felt he had arrived at the solution, he suddenly closed the telephone.""",What amount of time was the longest that Tesla spent working without stopping to rest?,"{'text': ['84 hours', '84 hours', '84 hours'], 'answer_start': [280, 280, 280]}", correct.
6864,5728eb1a3acd2414000e01c5,Civil_disobedience,"Some civil disobedients feel it is incumbent upon them to accept punishment because of their belief in the validity of the social contract, which is held to bind all to obey the laws that a government meeting certain standards of legitimacy has established, or else suffer the penalties set out in the law. Other civil disobedients who favor the existence of government still don't believe in the legitimacy of their particular government, or don't believe in the legitimacy of a particular law it has enacted. And still other civil disobedients, being anarchists, don't believe in the legitimacy of any government, and therefore see no need to accept punishment for a violation of criminal law that does not infringe the rights of others.",What do some civil disobedient people feel the need to acknowledge.,"{'text': ['accept punishment', 'accept punishment', 'punishment', 'punishment', 'punishment'], 'answer_start': [58, 58, 65, 65, 65]}"," correct.

However, it would be more accurate to say that some civil disobedients feel the need to accept the consequences of their actions, which can include punishment. Not all consequences are necessarily punishments in the legal sense, but for clarity and consistency with the context provided, using the term ""punishment"" is acceptable."
2892,57097141200fba1400367ff9,Sky_(United_Kingdom),"Virgin Media (re-branded in 2007 from NTL:Telewest) started to offer a high-definition television (HDTV) capable set top box, although from 30 November 2006 until 30 July 2009 it only carried one linear HD channel, BBC HD, after the conclusion of the ITV HD trial. Virgin Media has claimed that other HD channels were ""locked up"" or otherwise withheld from their platform, although Virgin Media did in fact have an option to carry Channel 4 HD in the future. Nonetheless, the linear channels were not offered, Virgin Media instead concentrating on its Video On Demand service to carry a modest selection of HD content. Virgin Media has nevertheless made a number of statements over the years, suggesting that more linear HD channels are on the way.",When was virgin media rebranded from NTL Telewest?,"{'text': ['2007', '2007', '2007'], 'answer_start': [28, 28, 28]}", Correct. The context and answer are consistent with each other regarding the year Virgin Media was rebranded from NTL:Telewest (2007).
1039,5733834ed058e614000b5c28,Warsaw,"Warsaw's first stock exchange was established in 1817 and continued trading until World War II. It was re-established in April 1991, following the end of the post-war communist control of the country and the reintroduction of a free-market economy. Today, the Warsaw Stock Exchange (WSE) is, according to many indicators, the largest market in the region, with 374 companies listed and total capitalization of 162 584 mln EUR as of 31 August 2009. From 1991 until 2000, the stock exchange was, ironically, located in the building previously used as the headquarters of the Polish United Workers' Party (PZPR).",When was Warsaw's stock exchange brought back to life?,"{'text': ['April 1991', 'April 1991', 'April 1991'], 'answer_start': [121, 121, 121]}", Correct.
6572,5729f06f1d04691400779675,Immune_system,"Natural killer cells, or NK cells, are a component of the innate immune system which does not directly attack invading microbes. Rather, NK cells destroy compromised host cells, such as tumor cells or virus-infected cells, recognizing such cells by a condition known as ""missing self."" This term describes cells with low levels of a cell-surface marker called MHC I (major histocompatibility complex) – a situation that can arise in viral infections of host cells. They were named ""natural killer"" because of the initial notion that they do not require activation in order to kill cells that are ""missing self."" For many years it was unclear how NK cells recognize tumor cells and infected cells. It is now known that the MHC makeup on the surface of those cells is altered and the NK cells become activated through recognition of ""missing self"". Normal body cells are not recognized and attacked by NK cells because they express intact self MHC antigens. Those MHC antigens are recognized by killer cell immunoglobulin receptors (KIR) which essentially put the brakes on NK cells.",Missing self desribes cells that only have small amounts of what cell-surface marker?,"{'text': ['MHC I (major histocompatibility complex)', 'MHC I', 'MHC I (major histocompatibility complex)'], 'answer_start': [360, 360, 360]}", correct.
616,56d9bf70dc89441400fdb77b,Super_Bowl_50,"20th Century Fox, Lionsgate, Paramount Pictures, Universal Studios and Walt Disney Studios paid for movie trailers to be aired during the Super Bowl. Fox paid for Deadpool, X-Men: Apocalypse, Independence Day: Resurgence and Eddie the Eagle, Lionsgate paid for Gods of Egypt, Paramount paid for Teenage Mutant Ninja Turtles: Out of the Shadows and 10 Cloverfield Lane, Universal paid for The Secret Life of Pets and the debut trailer for Jason Bourne and Disney paid for Captain America: Civil War, The Jungle Book and Alice Through the Looking Glass.[citation needed]",What famous July Fourth holiday movie did Fox pay to advertise a sequel of during the Super Bowl?,"{'text': ['Independence Day', 'Independence Day', 'Independence Day: Resurgence'], 'answer_start': [192, 192, 192]}", correct.
4706,5725daa8ec44d21400f3d6b4,"Fresno,_California","Fulton Street in Downtown Fresno was Fresno's main financial and commercial district before being converted into one of the nation's first pedestrian malls in 1964. Renamed the Fulton Mall, the area contains the densest collection of historic buildings in Fresno. While the Fulton Mall corridor has suffered a sharp decline from its heyday, the Mall includes some of the finest public art pieces in the country, including the only Pierre-Auguste Renoir piece in the world that one can walk up to and touch. Current plans call for the reopening of the Fulton Mall to automobile traffic. The public art pieces will be restored and placed near their current locations and will feature wide sidewalks (up to 28' on the east side of the street) to continue with the pedestrian friendly environment of the district.",What was the pedestrian mall renamed?,"{'text': ['Fulton Mall', 'Fulton Mall', 'Fulton Mall'], 'answer_start': [177, 177, 177]}", Correct. The context and answer both refer to the Fulton Mall.
7301,572820512ca10214002d9e73,"Jacksonville,_Florida","According to the United States Census Bureau, the city has a total area of 874.3 square miles (2,264 km2), making Jacksonville the largest city in land area in the contiguous United States; of this, 86.66% (757.7 sq mi or 1,962 km2) is land and ; 13.34% (116.7 sq mi or 302 km2) is water. Jacksonville surrounds the town of Baldwin. Nassau County lies to the north, Baker County lies to the west, and Clay and St. Johns County lie to the south; the Atlantic Ocean lies to the east, along with the Jacksonville Beaches. The St. Johns River divides the city. The Trout River, a major tributary of the St. Johns River, is located entirely within Jacksonville.",What river separates Jacksonville?,"{'text': ['The St. Johns River', 'St. Johns River', 'St. Johns River'], 'answer_start': [519, 523, 523]}", correct.
2171,56f7eba8a6d7ea1400e172ce,Martin_Luther,"In accordance with his father's wishes, Luther enrolled in law school at the same university that year but dropped out almost immediately, believing that law represented uncertainty. Luther sought assurances about life and was drawn to theology and philosophy, expressing particular interest in Aristotle, William of Ockham, and Gabriel Biel. He was deeply influenced by two tutors, Bartholomaeus Arnoldi von Usingen and Jodocus Trutfetter, who taught him to be suspicious of even the greatest thinkers and to test everything himself by experience. Philosophy proved to be unsatisfying, offering assurance about the use of reason but none about loving God, which to Luther was more important. Reason could not lead men to God, he felt, and he thereafter developed a love-hate relationship with Aristotle over the latter's emphasis on reason. For Luther, reason could be used to question men and institutions, but not God. Human beings could learn about God only through divine revelation, he believed, and Scripture therefore became increasingly important to him.",What did Luther think the study of law meant?,"{'text': ['uncertainty', 'uncertainty', 'uncertainty'], 'answer_start': [170, 170, 170]}"," Wrong. The answer should be something like ""Luther believed that the study of law represented uncertainty to him and he dropped out of law school as a result."" However, the given answer is not grammatically correct or complete."
9837,573085ea8ab72b1400f9c54c,Imperialism,"Imperialism and colonialism both dictate the political and economic advantage over a land and the indigenous populations they control, yet scholars sometimes find it difficult to illustrate the difference between the two. Although imperialism and colonialism focus on the suppression of an other, if colonialism refers to the process of a country taking physical control of another, imperialism refers to the political and monetary dominance, either formally or informally. Colonialism is seen to be the architect deciding how to start dominating areas and then imperialism can be seen as creating the idea behind conquest cooperating with colonialism. Colonialism is when the imperial nation begins a conquest over an area and then eventually is able to rule over the areas the previous nation had controlled. Colonialism's core meaning is the exploitation of the valuable assets and supplies of the nation that was conquered and the conquering nation then gaining the benefits from the spoils of the war. The meaning of imperialism is to create an empire, by conquering the other state's lands and therefore increasing its own dominance. Colonialism is the builder and preserver of the colonial possessions in an area by a population coming from a foreign region. Colonialism can completely change the existing social structure, physical structure and economics of an area; it is not unusual that the characteristics of the conquering peoples are inherited by the conquered indigenous populations.",Political advantage is an attribute of which state policies?,"{'text': ['Imperialism and colonialism', 'Imperialism and colonialism', 'Imperialism and colonialism', 'Imperialism and colonialism'], 'answer_start': [0, 0, 0, 0]}", Wrong. Political advantage is an attribute of imperialism policies.
7239,5727c94bff5b5019007d954e,"Jacksonville,_Florida","Jacksonville is the largest city by population in the U.S. state of Florida, and the largest city by area in the contiguous United States. It is the county seat of Duval County, with which the city government consolidated in 1968. Consolidation gave Jacksonville its great size and placed most of its metropolitan population within the city limits; with an estimated population of 853,382 in 2014, it is the most populous city proper in Florida and the Southeast, and the 12th most populous in the United States. Jacksonville is the principal city in the Jacksonville metropolitan area, with a population of 1,345,596 in 2010.",What year did consolidation cause Jacksonville to become part of Duval County?,"{'text': ['1968', '1968', '1968'], 'answer_start': [225, 225, 225]}", Correct.
7807,5728185f3acd2414000df45f,Doctor_Who,"A new arrangement of the theme, once again by Gold, was introduced in the 2007 Christmas special episode, ""Voyage of the Damned""; Gold returned as composer for the 2010 series. He was responsible for a new version of the theme which was reported to have had a hostile reception from some viewers. In 2011, the theme tune charted at number 228 of radio station Classic FM's Hall of Fame, a survey of classical music tastes. A revised version of Gold's 2010 arrangement had its debut over the opening titles of the 2012 Christmas special ""The Snowmen"", and a further revision of the arrangement was made for the 50th Anniversary special ""The Day of the Doctor"" in November 2013.[citation needed]",Who was the creator of the theme for the 50th Anniversary special?,"{'text': ['Gold', 'Gold', 'Gold'], 'answer_start': [444, 444, 46]}"," Correct. The composer mentioned throughout the context is Gold. Therefore, the answer ""Gold"" is correct. The start position of the answer in each list ([444, 444, 46]) may be different depending on the specific implementation or format of the question and answer data."
527,56bec0353aeaaa14008c9350,Super_Bowl_50,"In addition to the Vince Lombardi Trophy that all Super Bowl champions receive, the winner of Super Bowl 50 will also receive a large, 18-karat gold-plated ""50"". Each digit will weigh 33 lb (15 kg) for a total of 66 lb (30 kg). Like the Lombardi Trophy, the ""50"" will be designed by Tiffany & Co.","Who designed the ""50""?","{'text': ['Tiffany & Co.', 'Tiffany & Co', 'Tiffany & Co.'], 'answer_start': [283, 283, 283]}", Correct.
7682,5727fc7f4b864d1900164164,Doctor_Who,"It has been claimed that the transmission of the first episode was delayed by ten minutes due to extended news coverage of the assassination of US President John F. Kennedy the previous day; whereas in fact it went out after a delay of eighty seconds. The BBC believed that many viewers had missed this introduction to a new series due to the coverage of the assassination, as well as a series of power blackouts across the country, and they broadcast it again on 30 November 1963, just before episode two.",What other event made the BBC concerned that viewers had not seen the premier of Doctor Who?,"{'text': ['a series of power blackouts across the country', 'power blackouts', 'a series of power blackouts across the country'], 'answer_start': [385, 397, 385]}", Correct.
